pl_name,hostname,pl_rade,pl_bmasse,pl_orbsmax,pl_orbeccen,pl_eqt,pl_insol,st_teff,st_rad,st_mass,st_age,st_spectype,disc_year
Kepler-283 b,Kepler-283,2.13,5.18,0.082,0.0,488.0,16.26,4351.0,0.566,0.596,3.09,,2014.0
TOI-5595 b,TOI-5595,4.73740402,20.1,,,621.0,24.7628,4417.3,0.743344,0.645,,,2026.0
Kepler-1705 b,Kepler-1705,2.03,4.47,0.08,0.033,789.0,91.74,6312.0,1.259,1.139,2.59,,2021.0
HD 3651 b,HD 3651,10.1,72.46524,0.295,0.645,432.84,6.1123,5221.0,0.871954,0.799,3.0,K0 V,2003.0
OGLE-2014-BLG-1722L c,OGLE-2014-BLG-1722L,11.0,83.7,1.7,,,,,,0.4,,,2018.0
HAT-P-52 b,HAT-P-52,11.309881,259.98494,0.03694,0.047,1218.0,227.759,5131.0,0.893,0.887,9.4,K1,2015.0
HD 154391 b,HD 154391,12.5,2892.2385037,7.46,0.2,253.57,0.685,4909.0,8.56,2.07,1.1,K1 III,2023.0
TOI-4438 b,TOI-4438,2.52,5.4,0.0534,0.14,435.0,6.0,3422.0,0.372,0.368,5.1,M3.5 V,2024.0
K2-38 c,K2-38,2.29,8.3,0.09514,0.161,916.0,117.0,5731.0,1.06,1.03,6.7,G2 V,2016.0
Kepler-1982 b,Kepler-1982,0.77,0.381,0.0511,0.0,1282.0,638.38,6202.0,1.122,1.213,2.63,,2023.0
KMT-2016-BLG-1337L b,KMT-2016-BLG-1337L,11.4,88.99195396,3.97,,,,,,0.54,,M,2026.0
TOI-697 b,TOI-697,2.35859364,6.16,,,839.8,117.5495,5681.95,0.968149,0.97,,,2026.0
TOI-4747 b,TOI-4747,3.95803201,14.8,,,1035.0,190.795,5595.08,0.988751,1.01,,,2026.0
Kepler-292 f,Kepler-292,2.35,6.12,0.141,0.0,563.0,24.325,5299.0,0.826,0.865,5.13,,2014.0
Kepler-184 c,Kepler-184,1.97,8.8,0.141,0.0,630.0,29.875,5788.0,0.873,0.872,2.95,,2014.0
XO-6 b,XO-6,23.20263,1398.452,0.0815,0.0,1577.0,580.386,6720.0,1.93,1.47,1.88,F5,2016.0
Kepler-1859 b,Kepler-1859,1.58313575,3.13,0.0394,0.0,1455.0,1056.15,5887.0,1.235,1.09,2.5,,2021.0
TOI-3912 b,TOI-3912,14.28024141,129.03833324,0.0463,0.0,1512.0,872.2,5725.0,1.392,1.088,7.5,,2023.0
Kepler-650 b,Kepler-650,2.96,9.06,0.0421,0.0,1507.0,1218.88,5849.0,1.35,1.08,6.46,,2016.0
K2-261 b,K2-261,9.26982704,68.96876432,0.1086,0.274,1036.0,180.0,5490.0,1.663,1.107,8.8,G7 IV/V,2018.0
Kepler-128 b,Kepler-128,1.421,3.79,0.12545,0.0,968.0,227.398,6072.0,1.659,1.184,4.07,,2013.0
Lupus-TR-3 b,Lupus-TR-3,9.976,257.431,0.0464,0.0,1013.56,15.9599,5000.0,0.82,0.87,,,2007.0
Kepler-1281 b,Kepler-1281,1.64,3.33,0.0415,0.0,1123.0,375.55,5353.0,0.83,0.87,4.37,,2016.0
HATS-34 b,HATS-34,16.02887,299.07803,0.03166,0.108,1445.0,691.8428,5380.0,0.98,0.955,7.7,,2016.0
TOI-771 b,TOI-771,1.36,2.47,0.0208,0.055,543.0,14.0,3370.0,0.232,0.22,6.7,M3,2024.0
Kepler-1693 b,Kepler-1693,1.28938413,2.21,0.1011,0.0,807.0,100.37,5432.34,0.878295,0.95,0.8,,2020.0
Kepler-1087 b,Kepler-1087,0.61,0.165,0.01554,0.0,2161.0,3496.493,5589.0,0.94,0.96,3.55,,2016.0
MOA-2016-BLG-319L b,MOA-2016-BLG-319L,14.1,200.0,0.95,,,,,,0.15,,,2018.0
Kepler-104 b,Kepler-104,3.1,19.6,0.094,0.0,852.0,119.907,5711.0,1.349,0.818,13.18,,2014.0
HD 164922 e,HD 164922,3.23,10.52012027,0.2292,0.086,543.73,13.3822,5393.43,1.001813,0.921146,9.58,G9 V,2021.0
HAT-P-51 b,HAT-P-51,13.50682174,97.57332095,0.05042,0.07,1168.2,310.0,5453.0,0.995,0.961,8.1,G7,2015.0
TOI-1226 b,TOI-1226,2.4101112,6.39,,,1123.44,376.4613,5434.91,0.986943,1.01,,,2026.0
Kepler-491 b,Kepler-491,8.92,59.0,0.05191,0.0,1111.0,312.514,5582.0,1.03,1.04,4.47,,2016.0
Kepler-1849 b,Kepler-1849,2.38685349,6.29,0.2597,0.0,355.0,3.76,4806.0,0.729,0.709,13.5,,2021.0
Kepler-316 c,Kepler-316,1.16,1.65,0.058,0.0,577.0,37.377,4204.0,0.52,0.587,3.31,,2014.0
DMPP-1 d,DMPP-1,2.02,4.72,0.04467,0.36,1632.0,1045.9594,6196.0,1.26,1.21,2.01,F8 V,2019.0
HD 164922 d,HD 164922,1.83,4.0,0.103,0.12,787.68,66.9243,5390.0,0.946,0.926,9.58,G9 V,2020.0
Kepler-533 b,Kepler-533,3.38,11.4,0.16704,0.0,423.0,8.769,4758.0,0.72,0.78,3.24,,2016.0
TOI-3894 b,TOI-3894,15.27784069,260.61929374,0.05354,0.05,1531.0,546.903,6000.0,1.502,1.138,5.7,,2024.0
Kepler-392 c,Kepler-392,1.1,1.37,0.093,0.0,901.0,185.098,5938.0,1.129,0.874,2.97,,2014.0
K2-123 b,K2-123,2.76,8.05,0.1649,0.06,338.0,2.9,4035.0,0.59,0.62,,,2017.0
TIC 183374187 b,TIC 183374187,14.03364384,177.98390792,,0.506,1379.0,,5768.0,1.344,0.853,12.31,,2026.0
TIC 290487717 b,TIC 290487717,6.63777941,35.7,,,,,5328.97,0.943767,0.92,,,2026.0
Kepler-1543 b,Kepler-1543,2.71,7.8,0.0867,0.0,1774.0,375.651,6561.0,1.65,1.39,1.91,,2016.0
CoRoT-10 b,CoRoT-10,10.87,874.0,0.1055,0.53,600.0,16.1089,5075.0,0.79,0.89,3.0,K1 V,2010.0
HD 45184 b,HD 45184,3.52,12.19,0.0644,0.07,1156.34,272.4625,5869.0,1.075139,1.03,6.8,G1.5 V,2019.0
TOI-1136 c,TOI-1136,2.879,6.32,0.0669,0.11,1062.0,232.392,5770.0,0.968,1.022,0.7,,2022.0
Kepler-1470 b,Kepler-1470,1.07,1.24,0.116,0.0,574.0,23.918,4961.0,0.76,0.8,4.57,,2016.0
GJ 1061 d,GJ 1061,1.16,1.67,0.054,0.04,242.03,0.6,2953.0,0.156,0.12,7.0,M5.5 V,2020.0
TOI-1249 b,TOI-1249,3.2710301,11.9,0.109,0.0,726.89,48.6058,5497.0,0.9785,1.0062,4.0,,2024.0
HD 15337 b,HD 15337,1.77,6.519,0.05245,0.058,1001.0,404.5595,5131.0,0.855,0.829,9.6,K1 V,2019.0
Kepler-715 b,Kepler-715,3.75,13.5,0.0933,0.0,876.0,181.408,5871.0,1.04,1.04,3.98,,2016.0
TOI-969 b,TOI-969,2.765,9.1,0.02636,,941.0,188.0,4435.0,0.671,0.734,2.03,K V,2022.0
KMT-2021-BLG-1077L b,KMT-2021-BLG-1077L,9.86,69.92224954,1.26,,,,,,0.14,,M V,2022.0
K2-224 c,K2-224,2.41,6.39,0.0886,,764.0,73.1328,5620.0,0.84,0.91,,,2018.0
Kepler-700 b,Kepler-700,5.99,30.0,0.3577,0.0,452.0,12.071,5692.0,0.96,0.98,4.37,,2016.0
Kepler-472 b,Kepler-472,3.22,10.5,0.04823,0.0,876.0,139.236,4996.0,0.78,0.85,2.69,,2016.0
Kepler-1444 b,Kepler-1444,2.18,5.39,0.20906,0.0,581.0,25.942,5810.0,1.05,1.03,4.79,,2016.0
TYC 2187-512-1 b,TYC 2187-512-1,12.5,104.88337431,1.22,0.05,114.69,0.0279,3734.0,0.495,0.498,,M1.0 V,2022.0
HD 142 c,HD 142,12.4,3464.64746471,9.811,0.277,116.56,0.031,6245.0,1.47,1.21,3.12,F7V,2012.0
Kepler-1129 b,Kepler-1129,2.96,9.06,0.16481,0.0,737.0,32.265,5831.0,1.0,1.0,4.07,,2016.0
Kepler-824 b,Kepler-824,1.87,4.16,0.055,0.0,1231.0,454.604,6035.0,1.22,1.15,3.31,,2016.0
HIP 99770 b,HIP 99770,12.2,5403.082919,15.8,0.31,135.17,0.0555,8000.0,1.93986,1.9,0.264,A5-A6,2023.0
KMT-2021-BLG-0852L b,KMT-2021-BLG-0852L,14.2,155.73591943,7.78,,,,,,0.75,,,2026.0
OGLE-2016-BLG-0613L AB b,OGLE-2016-BLG-0613L AB,13.0,1330.0,6.4,,,,,,0.72,,,2017.0
HD 5319 c,HD 5319,13.8,334.67499,1.93,0.183,340.67,2.1721,4871.0,4.06,1.27,3.1,G5,2014.0
K2-168 b,K2-168,1.86,4.12,,,766.35,,5502.7,0.83,0.877,,,2018.0
Kepler-1236 b,Kepler-1236,2.14,5.22,0.1803,0.0,480.0,13.571,5337.0,0.82,0.86,4.07,,2016.0
Kepler-1275 b,Kepler-1275,1.48,2.79,0.0488,0.0,1368.0,822.484,6296.0,1.36,1.23,2.51,,2016.0
Kepler-62 d,Kepler-62,1.95,14.0,0.12,0.0,510.0,17.21,4925.0,0.64,0.69,7.0,K2 V,2013.0
Kepler-720 b,Kepler-720,8.41,53.4,0.0539,0.0,1162.0,384.561,5618.0,0.92,0.95,3.63,,2016.0
Kepler-1690 b,Kepler-1690,2.81109223,8.3,0.7097,0.0,267.0,1.2,5404.0,0.862346,0.94,8.5,,2020.0
SR 12 AB c,SR 12 AB,12.3,4131.62,,,,,3828.93,1.103075,,0.0021,,2010.0
Kepler-150 b,Kepler-150,1.25,2.1,0.044,0.0,1131.0,367.262,5560.0,0.939,0.956,1.74,,2014.0
Kepler-1428 b,Kepler-1428,1.64,3.33,0.11051,0.0,1049.0,817.579,6184.0,1.36,1.28,2.04,,2016.0
Kepler-1133 b,Kepler-1133,1.97,4.54,0.0983,0.0,703.0,55.758,5569.0,0.9,0.93,4.07,,2016.0
GJ 328 b,GJ 328,13.3,797.74930157,4.11,0.227,73.57,0.0049,3897.0,0.63,0.65,,M0.0,2013.0
HD 16175 b,HD 16175,12.8,1875.1876013,2.12,0.6,259.78,0.7164,5981.0,1.72,1.63,3.3,G2,2009.0
HR 5183 b,HR 5183,13.1,1052.01202717,18.0,0.84,171.0,0.0077,5794.0,1.53,1.07,7.7,G0 V,2019.0
Kepler-1307 b,Kepler-1307,2.47,6.66,0.1369,0.0,768.0,41.185,5884.0,1.08,1.06,4.07,,2016.0
Kepler-1195 b,Kepler-1195,2.08,4.98,0.0726,0.0,702.0,79.03,4965.0,0.71,0.74,4.47,,2016.0
TIC 142589416 b,TIC 142589416,2.67899519,7.65,,,,,4396.27,0.713832,0.641,,,2026.0
Kepler-325 c,Kepler-325,2.54,6.99,0.105,0.0,721.0,53.044,5752.0,1.003,0.914,0.93,,2014.0
K2-244 b,K2-244,1.75,3.71,0.1418,,638.0,37.9007,5677.0,0.92,0.86,,,2018.0
EPIC 212737443 c,EPIC 212737443,2.69,7.7,0.28,0.2,316.0,2.2653,4684.0,0.673,0.69,,K3,2019.0
Kepler-1816 b,Kepler-1816,1.9679397,4.53,0.35647,0.0,310.0,2.0,5051.0,0.706,0.786,0.7,,2021.0
WASP-36 b,WASP-36,14.874343,750.39663,0.02677,0.0,1733.0,1422.6075,5959.0,0.985,1.081,1.4,,2011.0
Kepler-1176 b,Kepler-1176,2.45,6.57,0.1589,0.0,595.0,26.087,5844.0,1.02,1.01,3.8,,2016.0
Kepler-1783 b,Kepler-1783,1.31946731,2.3,0.07595,0.0,1088.0,65.5,5129.0,1.781,0.887,1.15,,2021.0
TOI-1634 c,TOI-1634,,,,0.0,,,3472.0,0.45,0.451,,M2,2022.0
Kepler-106 d,Kepler-106,0.95,8.1,0.16063,0.0,649.0,45.357,5858.0,1.04,1.0,4.83,,2014.0
TOI-2194 b,TOI-2194,1.9892,4.61,,,590.88,14.2526,4756.0,0.6909,0.74,,,2023.0
Kepler-189 b,Kepler-189,1.21,1.92,0.088,0.0,678.0,45.389,5235.0,0.75,0.803,3.98,,2014.0
KMT-2017-BLG-0165L b,KMT-2017-BLG-0165L,6.45,34.0,3.45,,,,,,0.76,,,2018.0
Kepler-1143 c,Kepler-1143,3.6,12.6,0.6477,0.0,234.0,0.568,5053.0,0.77,0.81,4.79,,2016.0
TOI-261.02,TOI-261,3.34822227,11.2,,,1007.53,243.5261,5890.3,1.31383,1.069,,,2021.0
HATS-30 b,HATS-30,13.170575,224.38798,0.04354,0.096,1414.0,718.9097,5943.0,1.061,1.093,2.3,G,2016.0
K2-136 d,K2-136,1.565,3.0,0.1538,0.071,420.0,7.07,4500.0,0.677,0.742,0.65,K5.5,2017.0
HD 177830 c,HD 177830,7.87,47.6725,0.5137,0.3,538.95,18.3487,4949.0,2.62,1.47,4.4,K0,2010.0
TOI-1693 b,TOI-1693,1.41,2.57,0.0226,,764.0,57.0208,3499.0,0.46,0.49,,,2022.0
TOI-2587 A b,TOI-2587 A,12.07207221,69.28659273,0.0635,0.0,1445.0,728.0,5760.0,1.726,1.15,6.7,,2023.0
Kepler-837 b,Kepler-837,2.56,7.08,0.1144,0.0,701.0,55.966,5403.0,0.81,0.85,3.98,,2016.0
Kepler-1031 b,Kepler-1031,0.87,0.59,0.0218,0.0,2024.0,3973.86,6011.0,1.12,1.09,3.39,,2016.0
Kepler-1154 b,Kepler-1154,2.34,6.08,0.0631,0.0,1314.0,652.966,6327.0,1.43,1.26,2.29,,2016.0
55 Cnc c,55 Cnc,8.51,54.4738,0.247,0.088,499.27,10.4149,5198.0,0.98,1.015,10.0,G8 V,2004.0
Kepler-919 b,Kepler-919,2.25,5.69,0.0981,0.0,869.0,153.915,6113.0,1.21,1.15,3.02,,2016.0
Kepler-60 b,Kepler-60,1.71,4.19,0.07255,0.0,1102.0,318.0,5905.0,1.257,1.041,8.91,,2012.0
HD 115954 b,HD 115954,12.6,2685.65003915,5.0,0.487,144.9,0.064,5957.0,1.213,1.18,,G0 V,2021.0
OGLE-2018-BLG-1119L b,OGLE-2018-BLG-1119L,13.9,289.22385037,4.06,,,,,,0.48,,,2022.0
Kepler-1490 b,Kepler-1490,3.04,9.48,0.3729,0.0,348.0,3.788,5515.0,0.87,0.9,4.57,,2016.0
HD 42012 b,HD 42012,13.5,508.528,1.67,0.2,182.63,0.1927,5405.0,0.82,0.83,4.1,K0,2017.0
Kepler-556 b,Kepler-556,2.24,5.65,0.09833,0.0,766.0,81.641,5740.0,0.98,1.0,4.17,,2016.0
Kepler-109 c,Kepler-109,2.65,8.2,0.1546,0.098,859.0,91.0,5950.0,1.387,1.094,6.2,,2014.0
Kepler-48 e,Kepler-48,13.4,657.0,1.898274748,0.003142,171.49,0.1426,5194.0,0.89,0.88,3.14,,2014.0
HD 49674 b,HD 49674,6.2,31.783,0.06,0.09,1113.78,264.2871,5602.0,1.02,1.03,3.62,G5 V,2002.0
Kepler-101 c,Kepler-101,1.25,3.78,0.0684,0.0,1413.0,596.069,5667.0,1.56,1.17,5.9,G3 IV,2014.0
K2-59 b,K2-59,2.41,6.39,0.1354,,566.37,17.1,5055.0,0.731,0.774,,,2016.0
TOI-3884 b,TOI-3884,6.43,32.59,0.0361,0.06,441.0,6.29,3180.0,0.302,0.298,,M4,2022.0
KELT-24 b,KELT-24,12.71098411,1458.83238813,0.0665,0.0319,1391.0,624.0,6426.0,1.338,1.268,1.98,F7,2019.0
Kepler-1200 b,Kepler-1200,1.06,1.2,0.0188,0.0,1174.0,544.534,4612.0,0.7,0.74,3.02,,2016.0
Kepler-26 d,Kepler-26,1.07,1.24,0.039,0.0,652.0,31.79,4486.0,0.571,0.593,2.95,M0 V,2014.0
2MASS J19383260+4603591 b,2MASS J19383260+4603591,13.4,603.877,0.92,0.33,669.65,33.2985,29564.0,0.203,0.48,,,2015.0
Kepler-363 c,Kepler-363,1.69,66.4,0.079,0.0,1054.0,376.29,5593.0,1.485,1.226,5.5,,2014.0
WASP-94 A b,WASP-94 A,17.71022,158.915,0.055,0.0,1604.0,1009.38,6170.0,1.48,1.67,2.7,F8,2014.0
LHS 1678 c,LHS 1678,0.941,1.4,0.0327,0.039,510.9,13.5,3490.0,0.329,0.345,7.0,M2.0 V,2021.0
HATS-12 b,HATS-12,7.76,759.6137,0.0441,0.085,1446.0,566.4817,6357.0,1.17,1.16,2.36,F,2016.0
Kepler-858 b,Kepler-858,4.87,21.1,0.33939,0.0,399.0,6.338,5653.0,0.91,0.96,3.39,,2016.0
Kepler-450 d,Kepler-450,0.837,17.6,0.0827,0.14,1199.0,557.205,6197.21,1.64162,1.19,2.57,,2015.0
K2-316 c,K2-316,1.83,4.01,0.0582,,423.0,4.3703,3436.0,0.379,0.408,,,2020.0
Kepler-1892 b,Kepler-1892,1.83707938,4.03,0.0633,0.0,822.0,108.04,5383.0,0.759,0.851,0.5,,2021.0
HD 80606 b,HD 80606,11.56766808,1323.46926959,0.4603,0.93183,405.0,4.6941,5565.0,1.05,1.05,5.9,G5,2001.0
Kepler-432 b,Kepler-432,12.834305,1719.4603,0.301,0.5134,812.0,97.846,4995.0,4.06,1.32,4.2,,2015.0
K2-396 c,K2-396,3.124,9.93,,,,,5236.0,0.92,0.954,,G9,2022.0
Kepler-1108 b,Kepler-1108,1.46,2.73,0.0511,0.0,1063.0,206.414,5406.0,0.84,0.88,4.17,,2016.0
Kepler-203 b,Kepler-203,2.57,7.13,0.043,0.0,1308.0,668.215,5821.0,1.114,1.06,1.78,,2014.0
Kepler-1656 c,Kepler-1656,14.0,126.4,3.053,0.527,161.19,0.1126,5569.0,1.1,1.03,6.31,,2022.0
2MASS J01033563-5515561 AB b,2MASS J01033563-5515561 A,12.3,4131.79,84.0,,,,,,0.19,0.03,M5.5/M6,2013.0
HD 143105 b,HD 143105,13.7,384.5743,0.0379,0.07,2028.25,2502.0025,6380.0,1.647304,1.51,,F5,2016.0
Kepler-1992 b,Kepler-1992,0.91,0.693,0.1169,0.0,637.0,38.99,5383.0,0.842,0.874,13.49,,2023.0
HD 159868 c,HD 159868,14.0,244.09344,1.032,0.184,383.37,3.3758,5534.0,2.13,1.19,7.57,G5 V,2012.0
Kepler-140 b,Kepler-140,1.61,3.22,0.045,0.0,1301.0,848.695,6077.0,1.288,1.044,0.88,,2014.0
HATS-69 b,HATS-69,10.592505,183.38791,0.03211,0.519,1295.7,466.6,5137.0,0.8785,0.892,8.0,,2018.0
Kepler-139 b,Kepler-139,2.94,7.0,0.127,0.0,752.0,64.78,5594.0,1.3,1.078,5.1,,2014.0
bet UMi b,bet UMi,12.7,1938.7,1.4,0.19,1040.63,273.9958,4126.0,38.3,1.4,2.95,K4 III,2014.0
Kepler-134 b,Kepler-134,2.0,4.66,0.06,0.0,1105.0,301.367,5983.0,1.176,0.956,3.55,,2014.0
Kepler-1665 b,Kepler-1665,2.83910787,8.44,0.096,0.0,906.0,40.4,5049.84,0.777785,0.842,13.9,,2020.0
HD 108236 f,HD 108236,2.017,4.72,0.1758,0.051,609.59,22.9084,5660.0,0.877,0.869,6.7,G3 V,2021.0
HD 73344 b,HD 73344,2.884,10.48,0.131,0.03,911.0,111.9729,6252.6,1.22,1.2,1.15,F6 V,2024.0
Kepler-1617 b,Kepler-1617,1.2,1.87,0.17707,0.0,736.0,64.689,6167.0,1.22,1.15,3.02,,2016.0
Kepler-2001 c,Kepler-2001,1.82,3.97,0.1084,0.0,597.0,30.1,5081.0,0.77,0.864,4.0,,2023.0
Kepler-1443 b,Kepler-1443,0.97,0.871,0.03783,0.0,1602.0,2809.165,6289.0,1.27,1.19,2.63,,2016.0
XO-1 b,XO-1,12.77826,263.7989,0.0488,0.0,1210.0,321.85,5750.0,0.88,0.88,0.9,G1 V,2006.0
HD 206893 c,HD 206893,16.36511182,3527.8953177,3.74,0.283,1181.9,0.2043,6500.0,1.31116,1.31,0.155,F5 V,2022.0
HD 233832 b,HD 233832,13.5,565.7374,2.827,0.359,117.8,0.0376,4981.0,0.68,0.71,5.417,G0,2018.0
TOI-2364 b,TOI-2364,8.60849718,71.51139158,0.04871,0.0,1091.0,237.0,5306.0,0.886,0.954,3.5,,2023.0
Kepler-30 d,Kepler-30,8.8,23.1,0.5,0.022,308.0,1.962,5498.0,0.95,0.99,2.0,,2012.0
Kepler-1125 b,Kepler-1125,1.84,4.04,0.1348,0.0,778.0,41.04,5683.0,0.94,0.95,4.17,,2016.0
TOI-4527.01,TOI-4527,0.9086617,0.689,0.008332353,,1362.93,571.5072,3702.0,0.485948,0.483901,,M2V:,2024.0
Kepler-1321 c,Kepler-1321,2.4,6.35,0.0267,0.0,697.0,115.909,4094.0,0.53,0.54,4.17,,2016.0
HD 73344 d,HD 73344,13.2,810.46243785,6.7,0.18,126.51,0.0407,6148.0,1.22,1.19,1.15,F6 V,2025.0
TOI-6692 b,TOI-6692,11.67975789,197.05361234,0.512,0.537,467.0,182.3533,5890.0,1.385,1.047,7.8,,2026.0
Kepler-792 b,Kepler-792,1.96,4.5,0.0988,0.0,852.0,176.032,5971.0,1.12,1.09,3.39,,2016.0
K2-80 c,K2-80,1.47,2.76,0.0596,,1002.42,166.0,5441.0,0.87,0.9,,,2016.0
TOI-6000 b,TOI-6000,0.94,0.779,,,1120.0,258.7482,3419.0,0.38,0.37,,,2025.0
HD 28109 b,HD 28109,2.69,6.2,0.1357,0.0071,867.0,33.4501,6189.0,1.425,1.227,3.2,F8,2022.0
Kepler-891 b,Kepler-891,6.41,33.6,0.2881,0.0,486.0,44.326,5887.0,1.07,1.06,3.55,,2016.0
TOI-5624 d,TOI-5624,3.584,4.9,0.1067,0.0,712.6,157.055,5327.0,0.82,0.858,5.7,,2026.0
Kepler-765 b,Kepler-765,2.43,6.48,0.1754,0.0,641.0,48.947,5901.0,1.06,1.05,3.72,,2016.0
K2-18 b,K2-18,2.37,8.92,0.1429,0.2,284.0,1.005,3457.0,0.411,0.359,,M2.5 V,2015.0
Kepler-1516 b,Kepler-1516,1.75,3.71,0.0718,0.0,967.0,615.253,5904.0,1.07,1.04,4.07,,2016.0
Kepler-1159 b,Kepler-1159,2.37,6.21,0.1603,0.0,677.0,80.984,6217.0,1.28,1.19,2.75,,2016.0
HATS-18 b,HATS-18,14.896761,629.144485,0.0174,0.166,2069.48,2990.0,5600.0,1.02,1.037,4.2,G V,2016.0
TOI-1873 b,TOI-1873,2.86356397,8.57,,,923.5,171.8936,5597.99,0.971675,1.015,,,2026.0
Kepler-113 b,Kepler-113,1.82,11.7,0.05123,0.0,775.0,105.333,4725.0,0.69,0.75,6.89,,2014.0
TIC 160113658 b,TIC 160113658,3.49015778,12.0,,,,,4817.31,0.789834,0.76,,,2026.0
CoRoT-25 b,CoRoT-25,12.11,85.81,0.0578,0.0,1330.0,414.1434,6040.0,1.19,1.09,4.5,F9,2013.0
HD 216536 b,HD 216536,13.8,333.7215,0.61,0.38,897.99,169.5666,4639.0,9.83,0.81,3.8,K0,2015.0
TOI-2407 b,TOI-2407,4.26,16.8,0.033,0.08,705.0,41.0,3530.0,0.567,0.548,,,2025.0
Kepler-1060 b,Kepler-1060,2.38,6.26,0.2495,0.0,484.0,17.416,5797.0,0.99,0.99,4.27,,2016.0
Kepler-154 e,Kepler-154,1.5,2.86,0.04766,0.0,1140.0,480.405,5769.0,0.98,0.98,4.47,,2016.0
Kepler-1844 b,Kepler-1844,3.03648191,9.46,0.0478,0.0,1074.0,314.25,5776.0,0.849,0.939,,,2021.0
Kepler-1036 b,Kepler-1036,3.01,9.32,0.47726,0.0,326.0,2.821,5533.0,0.89,0.95,3.24,,2016.0
Kepler-561 c,Kepler-561,2.68,7.65,0.05947,0.0,989.0,183.166,5646.0,0.94,0.96,4.27,,2016.0
Kepler-37 b,Kepler-37,0.3098,0.79,0.1019,0.098,718.0,44.5,5357.0,0.789,0.79,7.6,,2013.0
TOI-2431 b,TOI-2431,1.534,6.2,0.0063,0.0,2063.0,2649.15,4109.0,0.651,0.661,2.0,K7 V,2026.0
Kepler-585 b,Kepler-585,2.83,8.4,0.03841,0.0,1178.0,489.149,5593.0,0.93,0.96,3.63,,2016.0
K2-203 b,K2-203,1.26549392,2.14,0.0824,0.23,738.4,49.6336,5026.0,0.765,0.793,6.9,,2018.0
Kepler-233 b,Kepler-233,2.43,6.48,0.077,0.0,751.0,85.131,5360.0,0.758,0.855,0.6,,2014.0
Kepler-1863 b,Kepler-1863,2.26309256,5.74,0.23678,0.0,508.0,41.5,5871.0,0.983,1.097,12.02,,2021.0
Kepler-356 c,Kepler-356,1.81,3.93,0.115,0.0,913.0,209.368,6133.0,1.335,1.163,4.17,,2014.0
Kepler-1865 b,Kepler-1865,1.57686072,3.11,0.0344,0.0,1203.0,495.14,5420.0,0.871,0.849,11.6,,2021.0
TOI-5126 b,TOI-5126,4.74,20.2,0.06519,0.0,1442.0,467.0,6150.0,1.241,1.24,0.8,F V,2023.0
VHS J125601.92-125723.9 b,VHS J125601.92-125723.9,13.67495645,5085.254512,350.0,0.68,1194.0,0.0,2620.0,,0.07,0.14,M7.5,2015.0
Kepler-505 b,Kepler-505,2.6,7.27,0.1445,0.0,314.0,3.641,3931.0,0.53,0.55,3.16,,2016.0
WASP-147 b,WASP-147,12.498035,87.40325,0.0549,0.0,1404.0,639.4923,5702.0,1.429,1.044,8.47,G4,2018.0
HD 23079 c,HD 23079,2.8,8.26,,0.097,,,5994.0,1.08,1.16,2.6,F9.5 V,2025.0
Kepler-166 d,Kepler-166,1.73,3.64,0.02449,0.0,1313.0,651.409,5350.0,0.83,0.88,4.47,,2016.0
Kepler-1480 b,Kepler-1480,1.67,3.43,0.1525,0.0,721.0,16.317,5156.0,0.81,0.85,4.79,,2016.0
Kepler-1987 d,Kepler-1987,2.66,7.56,0.0571,0.0,744.0,72.38,4769.0,0.714,0.799,,,2023.0
Qatar-4 b,Qatar-4,12.722215,1938.763,0.02803,0.0,1385.0,614.0,5215.0,0.849,0.896,0.17,K1 V,2017.0
HD 125612 d,HD 125612,12.7,2281.37230545,3.982,0.115,147.48,0.0724,5900.0,1.07,1.05,1.77,G3 V,2009.0
Kepler-245 b,Kepler-245,2.57,146.78,0.071,0.0,753.0,77.749,5100.0,0.795,0.856,3.63,,2014.0
TOI-2141 c,TOI-2141,2.35,6.14,0.0585,,1095.0,241.0,5635.0,0.95,0.896,9.0,,2025.0
WASP-4 b,WASP-4,15.12091496,381.3940884,0.02261,0.0053,1653.0,1188.6219,5436.0,0.912,0.899,7.0,G8,2007.0
Kepler-1556 b,Kepler-1556,1.96,4.5,0.0829,0.0,797.0,92.138,5608.0,0.95,0.97,4.9,,2016.0
Kepler-209 b,Kepler-209,2.26,5.73,0.122,0.0,668.0,48.662,5513.0,0.935,0.971,1.95,,2014.0
OGLE-2018-BLG-1269L b,OGLE-2018-BLG-1269L,14.1,210.0,4.51,,,,,,1.11,,,2020.0
Kepler-131 c,Kepler-131,0.84,8.25,0.17391,0.0,615.0,35.736,5685.0,1.03,1.02,3.66,,2014.0
Kepler-24 d,Kepler-24,1.67,293.959,0.051,0.0,1305.0,601.895,5897.0,1.289,1.046,3.02,,2014.0
HD 28254 b,HD 28254,13.0,1207.7479466,2.45,0.95,212.28,0.3645,5664.0,1.48,1.1,6.0,G5 V,2010.0
HATS-40 b,HATS-40,17.71022,505.3497,0.04997,0.312,2101.0,3163.3762,6460.0,2.26,1.561,2.07,,2018.0
Kepler-237 b,Kepler-237,1.41,2.57,0.05,0.0,823.0,124.961,4861.0,0.725,0.696,3.02,,2014.0
K2-126 b,K2-126,1.97,4.54,0.0656,0.06,601.0,35.3,4339.0,0.65,0.69,,,2017.0
HD 224018 d,HD 224018,2.4,4.2,0.53,0.04,411.0,4.7348,5784.0,1.147,1.013,7.0,G V,2025.0
